prompt,image_path
"**A Gundam crashing through a skyscraper in Neo-Tokyo, detailed illustration style, artstation, detailed linework --ar 16:9** - Upscaled by <@986250924999733258>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_8877.png
Through this poison way,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_3524.png
"**<https://s.mj.run/yhhDHx8dj3w> scientific illustration of a robotic butterfly by Leonardo Davinci and Simon Stalenhag, dirty paper texture** - <@382289069012680704>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_15846.png
"**a beautiful girl made of fimo clay, dazzling light, intricate fractal detail, —aspect 2:1** - Upscaled (Max) by <@285075516178825226> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_11502.png
"**<https://s.mj.run/3N_Bvmu9HtM> A beautiful illustration, the lake is surrounded by forest, there is a Chinese-style building in the middle, full of greenery, rolling hills, colorful clouds, dof, dawn light, anime style,ghibli and Bob Ross, Krenz Cushart, Victo Ngai, --ar 16:9** - <@979016566094045215> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_12783.png
**<https://s.mj.run/PratOFSXB5w> king cat courte castle hall oil painting royal cat famous handsome** - <@938206455838965851>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_18200.png
**Milk Monster** - <@762122213167857714>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_18316.png
**Fractal in a soap bubble** - <@581578522234191899>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_13987.png
Hi,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_27820.png
"**citizen kane illustrated by moebius, cinematic, artstation, --ar 2:1** - Upscaled (Max) by <@522910479941763074>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_16820.png
"**an era in history  in which children in greenpoint brooklyn could no longer be older than 8 years old, coffee was 1000000 buttcoin, and the sunrise over McCarren was otherwise unmatched throughout the city** - <@617427991626252289>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_24539.png
"**a sup board with sci-fi pattern, top view , --w 300 --h 500** - Upscaled by <@802441290389389362> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_18299.png
"**<https://s.mj.run/KQfSryFQ27M> female symbol, urua, fire, logo design** - Upscaled by <@758272529683972099>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_24317.png
"Progress images have been disabled. Don't worry, the results will still be sent when it completes.",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_27894.png
"**a cyberpunk half human half robot , full body , future sci-fi,cyberpunk,large, highly detailed, highly realistic. cinematic lighting, trending on Artstation. Atmospheric. Cinematic -** - Upscaled by <@685128697766084728>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_781.png
"**Crystal cathedral, alien planet, surrealistic, octane rendered, 8k** - Upscaled by <@423504418445590529> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_4994.png
遺忘的事,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_2716.png
"**a single rose in a glass, beautiful sunny lighting, octane render, caustics, --ar 2:3** - Upscaled by <@298406433605681154> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_16638.png
"**<https://s.mj.run/rHpX84HvaPc> a set of animal designer toy, art toy ,in stylized style, pixar style,minimalist, --ar 16:9** - <@802441290389389362> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_21830.png
"**tarot card of an eclipse —ar 2:3** - <@249397224176353281> (metered, fast)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_25630.png
"**<https://s.mj.run/1YwsFaAGCZg> full shot, inside a brightly self-lit crystalline crystal geometric cavern, bioluminescent plant life,, sparkling sprites flutter, octane rendered, 8k --ar 24:18** - Upscaled (Max) by <@423504418445590529> (metered, fast)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_11973.png
"**<https://s.mj.run/WCPw34TQnBM> stunning devil of horror:: photography of a satan wrapped in a silk sarong in the wind, anime waifu style character, clean soft lighting, backlit beautiful face, clean brush stroke, 8k character concept art, by WLOP and artgerm, 3d, --ar 2:3 --uplight --iw 1.8 --stop 80** - <@688517415285555389>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_27667.png
"**flying witches by Goya , epic , medieval , night , camp fire , mysterious** - Upscaled by <@685128697766084728>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_151.png
**<https://s.mj.run/fg8BowKGNfw> a waterfall flowing backwards in a colorful forest --ar 2:3** - Upscaled by <@63432180038119424> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_10593.png
"****<<https://s.mj.run/Dd6ubWitXTM>> **<< **lightbulb astronaut ,Starseed,helmet like a crystal ball, reflect light inside,idea, moving images ,movie lighting ,Scene of Earth,spreading light  --w 1080 --h 1920 --hd** - <@979699768768999435>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_3661.png
**<https://s.mj.run/JjyFMeQcOuI> graffiti on a wall at the end of a intricate swirling tunnel:: highly detailed fractals and tesselation:: rendered in octane crashing waves all contained within a glass shipping container::1.5 glass shipping container on a lawn:: --ar 16:9** - <@583324108503384065>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_3554.png
"**<https://s.mj.run/uK60_DDgte8> litter of kittens, modeled in Poser, redshift render, style Veerle Ritstier, --iw 1.5 --aspect 16:9 --fast** - <@873483547866976256> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_26709.png
"**<https://s.mj.run/coehvCPUhfY> female symbol, urua, fire, logo design** - <@758272529683972099>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_24312.png
"**a set of rabbit ,designer toy, art toy ,in stylized style, pixar style, --ar 16:9** - <@802441290389389362> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_28357.png
"**sound waves, rainbow colors, 3d rendering, studio lighting** - <@361704877832929282>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_23481.png
"**dog astronaut eating a cake, hyperrealism, pixar style, octane render, 4k, portrait, closeup shot, aperture 1.2, colors like yellow submarine, psychedelic  --ar 4:5** - Upscaled by <@522910479941763074>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_6804.png
"**stunning devil of horror:: photography of a satan:: wrapped in a silk sarong in the wind:: anime waifu style character:: clean soft lighting, backlit beautiful face:: clean brush stroke:: 8k:: character concept art:: by WLOP and artgerm, 3d, --ar 2:3 --stop 80** - <@688517415285555389>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_24668.png
"**<https://s.mj.run/cOMzkHhaH-s> die cut sticker , a cute bikini girl on the sup** - <@802441290389389362> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_26913.png
"Progress images have been disabled. Don't worry, the results will still be sent when it completes.",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_28331.png
"**The heart wants, by Karel Thole and Mike Mignola --ar 2:3** - Upscaled by <@977252506335858758> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_18678.png
"**<https://s.mj.run/J6TtQ1B1dUM> Ruan Jia, artstation --ar 2:3** - <@958942713489801246>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_27373.png
**<https://s.mj.run/3d2p74TwPPE> photo real clear image in focus bright studio lighting warhammer 40k space marine figurine painted** - <@298406433605681154>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_3900.png
******avant-garde fashion runway female | 3D geometric shapes | Memphis style | spheres | pyramids | cubes stripes quirky weird impossible bright colors octane render | rainbow cyc  --aspect 9:19** - <@986404200177094667> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_6534.png
"**<https://s.mj.run/9IuLHqVQQPs> A azure unicorn wandering in a garden made of gems, artstation, james jean** - Upscaled (Max) by <@873016314359336980>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_18412.png
"**a human soul represented by neon digital pixelization, 8k, octane rendered** - Upscaled by <@423504418445590529> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_1040.png
"**the Great Depression  companions, community, crossing, rainstorm far away, bright An old bearded Shepard, his toddler grandson a young-woman-short-dark-hair , detailed oil painting, sketch of an abandoned old farm, old barn nice painting of waterfall, norway, woods, trees, craig mullins,  companions, community, crossing a huge crater that looks like a cave 4k in the style of Norman Rockwell --aspect 16:8** - Upscaled (Max) by <@959192950846410812> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_9008.png
****retro futuristic raygun gothic style Rambling hedge maze labyrinth maze wide shot enormous messed weird plants randomness chaos manicured bushes master gardener tended cubist mysterious endless lost repeating random angular spooky environment scary Ghibli matte painting --aspect 12:27** - <@986404200177094667> (relaxed),D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_24451.png
anything so you can add this thread,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_8893.png
"**A stunning soldier at a small fire by the wreckage of a spaceship on a beach looking up at a vast, johnny the homicidal maniac, unfamiliar night sky. teal, purple, and blue color scheme, octane render, trending on artstation, intricate complexity, soft light --ar 16:9** - <@63432180038119424> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_18275.png
"**urua films, embera, logo design, behance, art station** - <@758272529683972099>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_24866.png
"**old worn battlefield landscape super realistic detailed pencil watercolor hand painted oil painting 1925s, soldiers walking surrounded by war, a lone outpost of ancient nordic building made of wood and stones Concept art, characters 8 K symmetrical, unreal engine, highly detailed  epic, cinematic scene, highly detailed,  brutality, HD, dramatic --aspect 16:8** - <@959192950846410812> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_7359.png
"**<https://s.mj.run/wRpJCYwrRLs> portrait, left side of face is monster, right side of face is human, sci-fi, by Karel Thole and Mike Mignola --ar 2:3** - Upscaled by <@977252506335858758> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_8676.png
im here waiting on that image to come thru,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_14074.png
**<https://s.mj.run/sd0zEcx_wCo> Marshmallows and Rocks wrapped in plastic foil on a Metal structure** - Upscaled (Max) by <@797513787133394944>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_29192.png
"**<https://s.mj.run/0uI3r6oDVZs> beautiful highly detailed interior tropical pool, humidity, 8k, octane render --ar 4:3 --uplight** - Upscaled (Light) by <@382289069012680704>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_15123.png
"**<https://s.mj.run/P3xRWJ3vhvI> forest, sun --ar 3:4** - <@713319244347211797>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_24185.png
"**cat emerging from portal to another dimension, colorful glowing swirling chaos magic, occult inspired, the void, shallow depth of field, ancient wisdom** - <@412798156477169664> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_6311.png
"**long wavy twisting black and amber skinned Sphynx cat, floating in matte glowing swirling smoke, looming over a forest pond, shallow depth of field, eerie, quantum magic, the green man, palette greens, yellow, petal pink, brown --ar 10:25 --fast** - <@873483547866976256> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_16713.png
"**the blueprint of an alien structure, highly detailed,  yellow and blue color --ar 7:5** - <@382289069012680704>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_22981.png
"**<https://s.mj.run/b1Nu8K514JY> “cancer” lettering made of tumors, unreal engine 8K render hyper real** - <@981943289307598909>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_18627.png
"**single female, fashion model a Victorian bedroom from the 19 th century, cinematic  a lineup of beautiful female cosplay models standing on a marble floor science fiction  --aspect 16:8** - <@959192950846410812> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_8403.png
"**<https://s.mj.run/rOkg9Tm1mI0> Dark souls, Demon souls, labyrinth, dark souls 3, insanely detailed and intricate, golden ratio, hypermaximalist, elegant, ornate, luxury, elite, ominous, haunting, matte painting, cinematic, cgsociety, James jean, Brian froud, ross tran, Laputa, no blur —ar 16:9 --no blur** - <@958942713489801246>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_17559.png
**<https://s.mj.run/MMSLCBBaRTQ> All things stop today** - <@691736781108019310>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_26637.png
**artwork by chris samnee** - <@949534248996585472>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_23358.png
"**<https://s.mj.run/Xlw3mNfKLIY> a psychedelic experimental avant-garde oil painting of the all knowing mysterious entity that is made of the cosmos, the atoms of life, the third impact, wonder and astral energy, astronomy** - Upscaled (Max) by <@292227864336531456>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_813.png
"**<https://s.mj.run/T6nmfiU-oPc> garden of Eden, by Karel Thole --ar 3:2** - Upscaled by <@977252506335858758> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_16405.png
"**eldritch gray sand monster, desolate crimson desert, ribcage, bones, creepy, dusk, global illumination, hyper-realistic, insanely detailed and intricate, enhanced 8k --ar 4:5** - <@270316766666686464> (relaxed)",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_16706.png
**<https://s.mj.run/xVYbERhvE4U> Marshmallows and Rocks wrapped in plastic foil on a Metal structure** - Upscaled (Max) by <@797513787133394944>,D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_29368.png
"**hyper realistic mermaid with black hair and pale skin. Swimming towards surface of water, render octane, overhead light, water glare, eerie** - Upscaled by <@344187423389122562>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_3578.png
"**female symbol, urua, fire, logo design** - Upscaled by <@758272529683972099>",D:\My Work - Personal\Genevieve\Preprocessed\Sorted\512x512\image_24362.png
